Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
India,IND,2014,Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,8.9
India,IND,2014,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,10.7
India,IND,2006,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,9.1
India,IND,2018,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,90.16941
India,IND,2011,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,81.84981
India,IND,2006,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,74.35573
India,IND,2001,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,67.74658
India,IND,1991,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,49.3491897583008
India,IND,1981,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,40.3215217590332
India,IND,2018,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.96964
India,IND,2011,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.90899
India,IND,2006,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.84102
India,IND,2001,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.80467
India,IND,1991,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.671329975128174
India,IND,1981,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.608030021190643
India,IND,2018,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,92.99297
India,IND,2011,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,90.04483
India,IND,2006,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,88.41184
India,IND,2001,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,84.19224
India,IND,1991,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,73.5097198486328
India,IND,1981,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,66.3148727416992
India,IND,2018,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,65.79081
India,IND,2011,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,59.27732
